,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres,filtered_genre
9,"""Weird Al"" Yankovic",0.1769340909090909,0.664787878787879,218165.25757575769,0.6851363636363638,4.631757575757574e-05,0.1621393939393939,-9.877909090909096,0.0823924242424242,132.49509090909086,0.7544090909090906,33.68181818181818,9,1,132,"['antiviral pop', 'comedy rock', 'comic', 'parody']",Pop
11,$NOT,0.5469999999999999,0.7501249999999999,152929.5,0.51975,0.0431371375,0.213975,-8.8785,0.276725,114.229125,0.3195,64.625,6,1,8,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",Hip-hop
13,$uicideBoy$,0.1281226229508196,0.7652459016393444,147549.44262295082,0.6417049180327874,0.038454471147541,0.2011950819672132,-6.626918032786888,0.155917213114754,119.80436065573772,0.2960959016393442,61.64754098360656,1,1,122,"['dark trap', 'new orleans rap', 'underground hip hop']",Hip-hop
19,'Til Tuesday,0.10555625,0.5571250000000001,255213.5,0.6122499999999998,0.0233002525,0.1275875,-9.638125000000002,0.03215,103.08025,0.532625,35.125,0,1,16,"['boston rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop']",EDM
20,((( O ))),0.847,0.41,311837.0,0.1689999999999999,0.00327,0.1169999999999999,-11.422,0.0485,89.494,0.208,66.0,3,1,2,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",Pop
23,(G)I-DLE,0.0299666666666666,0.718,194278.0,0.7643333333333334,9.4e-07,0.1633333333333333,-3.797333333333333,0.0552,129.99200000000002,0.4496666666666666,74.66666666666667,4,0,3,"['k-pop', 'k-pop girl group']",Pop
24,(Hed) P.E.,0.0116314,0.5892000000000002,253677.4,0.8792,2.026e-06,0.17112,-5.259799999999999,0.17214,134.9694,0.4270000000000001,45.8,2,1,10,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",Metal
25,*NSYNC,0.1567575384615384,0.642051282051282,237077.5128205128,0.7193205128205126,0.0036246523076923,0.2174230769230769,-6.0306923076923065,0.0671551282051282,114.68521794871796,0.6151282051282053,45.7948717948718,0,1,78,"['boy band', 'dance pop', 'europop', 'pop']",EDM
27,-,0.466,0.446,316307.0,0.546,1.5399999999999998e-05,0.193,-7.022,0.045,125.961,0.376,55.0,10,0,2,"['alternative pop rock', 'neon pop punk', 'pop emo', 'pop punk', 'texas pop punk']",Pop
28,...And You Will Know Us by the Trail of Dead,0.0084099999999999,0.255,273624.0,0.858,0.0003549999999999,0.513,-5.085,0.0694,144.653,0.237,35.0,7,1,2,"['alternative rock', 'dance-punk', 'indie rock', 'lo-fi', 'modern rock', 'post-hardcore']",EDM
30,03 Greedo,0.06932,0.7246,220595.2,0.6938,8e-07,0.1650599999999999,-5.021,0.0507399999999999,93.9078,0.4434,59.2,1,0,5,"['cali rap', 'melodic rap', 'trap', 'underground hip hop', 'vapor trap']",Hip-hop
31,070 Shake,0.3751333333333334,0.68,303688.66666666674,0.637,2.32e-06,0.1242666666666666,-9.293666666666669,0.1089,112.67866666666669,0.3456666666666666,63.0,4,0,3,"['alternative r&b', 'indie r&b', 'new jersey rap']",Indie
32,10 Ft. Ganja Plant,0.10835,0.7875,256780.0,0.7725,0.8465,0.07735,-4.744,0.07285,142.97299999999996,0.8340000000000001,48.5,2,0,4,"['dub', 'east coast reggae', 'reggae', 'reggae rock', 'roots reggae']",Rock
33,10 Years,0.0971232375,0.39925,208469.875,0.7516249999999999,0.00020406875,0.1507375,-5.071874999999999,0.0486125,147.91549999999995,0.318875,47.75,6,1,16,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']",Metal
34,"10,000 Maniacs",0.1922949999999999,0.5814545454545456,240081.7272727273,0.5603909090909093,0.0088258404545454,0.253490909090909,-12.977181818181812,0.0411772727272727,118.97309090909096,0.5717727272727272,36.77272727272727,9,1,44,"['dance rock', 'folk', 'lilith', 'new wave pop', 'pop rock']",EDM
35,100 gecs,0.2515,0.6695,120538.0,0.5660000000000001,0.0,0.377,-7.246,0.138,91.691,0.7689999999999999,63.5,6,1,2,"['art pop', 'escape room', 'hyperpop']",Pop
38,10cc,0.2626047619047619,0.5509523809523807,293338.5238095238,0.5470476190476189,0.0059510619047619,0.1478761904761904,-10.779809523809526,0.0615619047619047,118.9217142857143,0.5345714285714285,41.19047619047619,9,1,42,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock', 'yacht rock']",EDM
39,11/5,0.27,0.929,182373.0,0.6609999999999999,1.52e-06,0.0879,-6.794,0.171,114.973,0.708,37.0,1,0,2,"['dirty texas rap', 'g funk', 'hyphy', 'west coast trap']",Rap
40,112,0.1583938181818182,0.666072727272727,274580.8545454545,0.5204363636363636,0.000143672,0.1432127272727272,-8.024036363636364,0.0976236363636363,116.84376363636366,0.5327999999999999,48.32727272727273,0,1,55,"['atl hip hop', 'boy band', 'dance pop', 'gangster rap', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",EDM
41,11:11,0.174,0.478,252540.0,0.555,1.1e-05,0.103,-7.6,0.111,128.72799999999998,0.139,57.0,5,0,2,"['atl hip hop', 'boy band', 'dance pop', 'gangster rap', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",EDM
43,12 Stones,0.0802664999999999,0.3858333333333333,204280.16666666663,0.8888333333333334,2.733333333333333e-06,0.2492333333333333,-3.886999999999999,0.0693,138.6921666666667,0.4506666666666667,50.33333333333334,5,1,12,"['alternative metal', 'christian alternative rock', 'christian hard rock', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']",Metal
47,1788-L,0.0739,0.522,172344.0,0.539,0.0,0.0664,-5.7410000000000005,0.0418,95.97,0.139,46.0,1,0,1,"['brostep', 'edm', 'electro house', 'zapstep']",EDM
49,1910 Fruitgum Company,0.4185,0.757,140750.0,0.60525,0.00077785,0.12425,-9.72575,0.044725,128.4975,0.8995,24.75,9,1,8,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat']",Pop
50,1986 Omega Tribe,0.3780166666666666,0.6869999999999999,266824.33333333326,0.6208333333333333,0.0042994199999999,0.1555666666666666,-13.057166666666667,0.0324333333333333,123.03716666666666,0.8058333333333333,37.333333333333336,11,0,12,"['future funk', 'japanese city pop']",Pop
51,1way Frank,0.735,0.7829999999999999,170867.0,0.38,1.58e-06,0.158,-8.507,0.0974,99.802,0.84,56.0,10,0,2,['florida rap'],Rap
52,2 Brothers On The 4th Floor,0.00328,0.701,263163.0,0.979,0.308,0.416,-4.8610000000000015,0.048,134.013,0.612,62.0,7,0,2,"['bubblegum dance', 'eurodance', 'europop', 'happy hardcore', 'hip house']",EDM
53,2 Chainz,0.1112144897959183,0.7710918367346944,253278.40816326533,0.6424183673469387,0.0006208470408163,0.2035551020408164,-6.024755102040817,0.220565306122449,125.02639795918373,0.4502571428571428,57.94897959183673,1,1,98,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Hip-hop
58,2 LIVE CREW,0.0552778571428571,0.8840952380952375,229711.7142857143,0.6518571428571431,0.0085973847619047,0.404295238095238,-11.543666666666669,0.2008285714285713,126.13866666666664,0.6218571428571428,36.23809523809524,7,1,42,"['electro', 'gangster rap', 'hip hop', 'hip house', 'miami bass', 'miami hip hop', 'old school hip hop', 'rap']",Hip-hop
59,2 Pistols,0.00431,0.517,274053.0,0.747,0.0,0.345,-6.191,0.105,134.058,0.271,52.0,10,0,1,"['dirty south rap', 'pop rap', 'southern hip hop', 'trap']",Hip-hop
60,2 Unlimited,0.0279191666666666,0.7216666666666667,247916.0,0.9241666666666668,0.1390149,0.1030333333333333,-11.458166666666669,0.05975,129.4381666666667,0.7163333333333334,49.0,6,1,12,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",EDM
62,20 Fingers,0.0009065,0.8515,253013.0,0.82,0.33845,0.11065,-8.8545,0.0541,127.001,0.7765,50.0,0,1,2,"['eurodance', 'hip house']",EDM
63,20/20,0.000236,0.4579999999999999,257733.0,0.541,0.00183,0.0371,-12.130999999999998,0.0485,133.57299999999998,0.5770000000000001,24.0,2,1,2,"['atl hip hop', 'dirty south rap', 'southern hip hop', 'trap']",Hip-hop
67,21 Savage,0.1237767341772152,0.7918860759493672,225374.5569620253,0.551607594936709,0.0150914094936708,0.1788075949367089,-7.41145569620253,0.2842911392405064,124.41951898734176,0.3322164556962025,66.20253164556962,1,1,79,"['atl hip hop', 'rap', 'trap']",Hip-hop
69,22Gz,0.281,0.83,190746.0,0.574,0.0,0.124,-6.892,0.701,143.892,0.5379999999999999,70.0,11,1,2,['nyc rap'],Rap
71,24hrs,0.0598,0.5405,197806.5,0.74,0.0,0.12435,-5.4345,0.18005,117.9925,0.34,67.5,1,1,4,"['trap', 'trap soul', 'underground hip hop', 'vapor trap']",Hip-hop
72,24kGoldn,0.1182694117647059,0.7315882352941177,163177.41176470587,0.6812352941176469,1.627058823529412e-06,0.1599999999999999,-5.403823529411764,0.1237647058823529,131.31911764705882,0.5668235294117645,69.47058823529412,0,0,17,"['cali rap', 'pop rap']",Pop
73,27CLUB,0.428,0.514,155893.0,0.7120000000000001,8.77e-06,0.1119999999999999,-7.2810000000000015,0.3339999999999999,76.393,0.487,70.0,2,1,2,['emo rap'],Rap
74,2Baba,0.0158,0.591,283000.0,0.602,0.0,0.278,-7.483,0.386,147.957,0.355,0.0,1,1,2,"['afro dancehall', 'afropop', 'nigerian hip hop', 'nigerian pop']",EDM
75,2CELLOS,0.603,0.5864999999999999,253046.5,0.499,0.4298400000000001,0.149,-8.705,0.04035,122.251,0.6005,58.5,2,1,4,"['bow pop', 'cello', 'classify']",Pop
77,2NE1,0.00767,0.8190000000000001,208731.0,0.8440000000000001,0.00834,0.0559999999999999,-3.739,0.038,127.997,0.687,64.0,0,1,2,"['dance pop', 'k-pop', 'k-pop girl group']",EDM
78,2Pac,0.1318515085324231,0.7769078498293513,262092.32081911265,0.7081774744027309,0.007405551774744,0.2241467576791808,-7.006529010238911,0.2234634812286689,107.15816382252572,0.6101433447098976,49.08532423208191,1,1,293,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",Hip-hop
81,2nd Chapter Of Acts,0.6054999999999999,0.4330000000000001,169067.0,0.3765,0.0,0.1148,-11.488499999999998,0.0277,89.17299999999999,0.4420000000000001,28.5,1,1,4,"['christian music', 'deep christian rock']",Rock
83,2nd II None,0.0382044444444444,0.9122222222222224,225997.1111111111,0.5361111111111111,1.1244444444444444e-06,0.2551111111111111,-12.021222222222226,0.1883777777777777,103.67533333333331,0.8004444444444444,35.333333333333336,6,0,9,"['gangster rap', 'west coast rap']",Rap
84,2nd South Carolina String Band,0.5895,0.5515,345866.5,0.639,8.15e-07,0.2195,-7.9145,0.04625,103.9895,0.6224999999999999,39.5,2,1,4,"['string band', 'traditional country']",Country
85,3 Doors Down,0.0384781745454545,0.503,232900.1090909091,0.7926727272727272,0.0061299514545454,0.1578509090909091,-5.679090909090909,0.037990909090909,128.84419999999997,0.4451818181818182,49.72727272727273,7,1,55,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']",Pop
86,3 Inches Of Blood,6.4e-05,0.3670000000000001,271160.0,0.961,0.00119,0.11,-3.1860000000000004,0.0807,97.0,0.237,46.0,9,0,2,"['canadian metal', 'power metal', 'speed metal', 'vancouver metal', 'vancouver punk']",Metal
90,311,0.0224135311475409,0.6188688524590163,205666.0,0.8200655737704922,0.0121223834426229,0.1660245901639344,-7.354754098360658,0.0658245901639344,132.57375409836072,0.6162065573770488,40.32786885245904,9,1,122,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'reggae fusion', 'rock']",Pop
92,36 Crazyfists,0.00119,0.585,198600.0,0.931,2.46e-05,0.115,-4.843,0.0847,160.079,0.8140000000000001,52.0,0,1,2,"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'rap rock']",Metal
93,38 Special,0.0328747711111111,0.5251555555555554,256027.8,0.6304,0.0257457993333333,0.1251177777777777,-11.429977777777774,0.0326022222222222,125.27055555555556,0.7732666666666664,32.28888888888889,0,1,90,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",Country
94,3BallMTY,0.213,0.792,193533.0,0.916,3.11e-05,0.061,-5.01,0.0685,131.895,0.966,57.0,9,1,1,"['mexican indie', 'trival']",Indie
95,3LAU,0.1013,0.5335000000000001,201705.0,0.7705,3.46e-05,0.2269999999999999,-4.26,0.0566,115.002,0.268,58.0,3,1,2,"['big room', 'edm', 'electro house', 'electronic trap', 'electropop', 'mashup', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",EDM
96,3LW,0.0558,0.7177999999999999,272055.8,0.7196,2.168e-05,0.15058,-5.9238,0.11084,129.6848,0.6678000000000001,49.2,6,0,5,"['girl group', 'hip pop', 'r&b', 'urban contemporary']",Pop
97,3OH!3,0.020766,0.6837500000000001,193600.85,0.7931999999999999,4.4469e-05,0.3171500000000001,-3.92975,0.17853,125.77265,0.5496499999999999,53.7,5,1,20,"['dance pop', 'electropowerpop', 'pop', 'pop punk', 'pop rap', 'post-teen pop']",EDM
98,3T,0.3496666666666666,0.6696666666666666,320777.66666666674,0.4356666666666666,0.0001509666666666,0.3306666666666666,-11.056000000000004,0.0342,113.091,0.4793333333333334,45.33333333333334,10,0,3,"['electro-industrial', 'industrial', 'industrial metal', 'industrial rock']",Metal
99,3X Krazy,0.0165,0.7190000000000001,358467.0,0.6859999999999999,0.0,0.236,-4.169,0.0829,95.19,0.49,47.0,10,0,2,"['g funk', 'hyphy', 'west coast rap', 'west coast trap']",Rap
100,3rd Bass,0.099428,0.7996000000000001,272712.6,0.6826000000000001,8.380000000000003e-05,0.1405399999999999,-13.5126,0.2478,124.1922,0.5268,30.0,2,1,10,"['east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'rap']",Hip-hop
101,3rd Strike,0.0075,0.444,249827.0,0.8590000000000001,4.320000000000001e-05,0.24,-4.962,0.0484,99.655,0.3939999999999999,38.0,2,1,2,"['nu metal', 'rap rock']",Metal
103,4 Non Blondes,0.18415,0.5286666666666666,239673.33333333328,0.57,5.1e-07,0.1266333333333333,-10.100499999999998,0.03825,117.87649999999998,0.4461666666666665,48.0,7,1,12,"['new wave pop', 'pop rock']",Pop
104,4 P.M.,0.7490000000000001,0.363,162093.0,0.3879999999999999,0.0,0.363,-8.607999999999999,0.034,76.09899999999998,0.348,37.0,11,0,2,"['anime rock', 'vocaloid']",Rock
108,42 Dugg,0.2332,0.8775999999999999,175701.0,0.5650000000000001,0.0,0.09664,-5.2062,0.3159999999999999,127.28759999999996,0.4086,71.0,10,0,5,"['detroit trap', 'southern hip hop', 'trap']",Hip-hop
109,420 Unlovable,0.347,0.954,166635.0,0.58,1.87e-06,0.134,-8.924,0.3670000000000001,128.003,0.48,60.0,7,1,1,['meme rap'],Rap
112,45 Grave,0.0214129999999999,0.4383333333333334,177489.0,0.7636666666666666,0.23566928,0.1207,-8.350666666666667,0.0757333333333333,149.72866666666667,0.5576666666666666,27.66666666666667,10,0,6,"['dark wave', 'deathrock', 'gothic rock', 'horror punk']",Rock
113,4B,0.00441,0.63,224052.0,0.851,0.0218,0.0939,-4.61,0.319,150.054,0.573,54.0,1,1,1,"['brostep', 'electro house', 'electronic trap']",EDM
114,4Him,0.2823333333333333,0.4763333333333333,290636.33333333326,0.4873333333333333,0.0015737833333333,0.1113333333333333,-10.056333333333336,0.0301333333333333,111.23966666666668,0.3116666666666666,32.666666666666664,4,1,6,"['christian alternative rock', 'christian music', 'deep christian rock', 'worship']",Rock
115,4Minute,0.00589,0.54,192400.0,0.929,4.01e-06,0.424,-2.6460000000000004,0.278,176.023,0.624,61.0,7,1,2,"['k-pop', 'k-pop girl group']",Pop
116,5 Seconds of Summer,0.0598272340425532,0.5467553191489358,197841.24468085103,0.8077553191489362,1.1071702127659573e-05,0.1772702127659574,-4.4014574468085135,0.0832531914893617,137.15309574468077,0.5310000000000002,61.92553191489362,2,1,94,"['boy band', 'dance pop', 'pop', 'post-teen pop']",EDM
117,50 Cent,0.127395868263473,0.6924850299401202,233712.45508982037,0.761335329341317,0.0005839498802395,0.1918940119760478,-4.1007125748503,0.2641730538922157,105.66044910179636,0.5887005988023949,52.19760479041916,1,1,167,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",Hip-hop
118,504 Boyz,0.0118733333333333,0.8236666666666665,213458.33333333328,0.6523333333333333,0.0,0.2746666666666666,-7.742333333333333,0.2653333333333333,140.03566666666669,0.4596666666666666,43.66666666666666,7,1,6,"['dirty south rap', 'pop rap', 'southern hip hop']",Hip-hop
120,54-40,0.291,0.669,166827.0,0.645,9.4e-06,0.132,-11.036,0.0305,119.179,0.929,45.0,0,1,2,"['canadian indie', 'canadian rock']",Indie
121,5th Ward Boyz,0.158,0.8420000000000001,352173.0,0.336,0.0,0.256,-8.227,0.379,78.001,0.599,36.0,4,0,1,"['dirty south rap', 'dirty texas rap', 'gangster rap']",Rap
122,6 Dogs,0.2239999999999999,0.748,171907.0,0.66,0.053,0.1009999999999999,-4.704,0.0487,137.033,0.3279999999999999,68.0,6,1,2,"['dark trap', 'emo rap', 'melodic rap', 'underground hip hop', 'vapor trap']",Hip-hop
123,645AR,0.038,0.8640000000000001,91200.0,0.613,0.0,0.123,-6.505,0.7809999999999999,150.067,0.1689999999999999,68.0,2,1,2,['meme rap'],Rap
125,6LACK,0.3218164705882353,0.6363725490196079,216116.8235294117,0.50921568627451,0.0021259639215686,0.1191803921568628,-8.32435294117647,0.1682235294117647,118.1979803921568,0.3104941176470587,65.11764705882354,0,1,51,"['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'pop', 'pop rap', 'rap', 'trap']",Hip-hop
126,6cyclemind,0.4429999999999999,0.7175,295993.0,0.4735,0.00158574,0.131,-8.5365,0.03095,97.2875,0.47,57.5,3,1,4,"['classic opm', 'opm', 'pinoy rock']",Rock
127,6ix9ine,0.1007666666666666,0.7369333333333334,159113.53333333333,0.6750666666666665,3.241566666666666e-05,0.1473866666666667,-5.5027333333333335,0.2343033333333333,129.4227,0.4546333333333333,69.86666666666666,1,1,30,['emo rap'],Rap
131,702,0.1972222222222222,0.74,255970.2222222223,0.6112222222222221,0.0043241266666666,0.1644222222222222,-8.152000000000001,0.0658111111111111,99.07011111111112,0.5900000000000001,51.88888888888889,10,1,9,"['girl group', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",Pop
133,7eventh Time Down,0.00964,0.58,176616.0,0.884,1.5e-06,0.1159999999999999,-4.3580000000000005,0.0381,105.927,0.4639999999999999,54.0,6,1,2,"['ccm', 'christian alternative rock', 'christian hard rock', 'christian music', 'christian rock']",Rock
134,808 State,0.007925,0.55,287607.0,0.7530000000000001,0.5615,0.09715,-12.2185,0.0538,128.4685,0.517,45.5,8,1,4,"['acid house', 'big beat', 'chicago house', 'electro', 'hardcore techno', 'hip house', 'intelligent dance music', 'madchester', 'rave', 'techno']",EDM
135,88-Keys,0.13795,0.649,195875.5,0.6435,5.35e-07,0.421,-5.6370000000000005,0.28,122.3495,0.5,54.5,1,1,2,['alternative hip hop'],Hip-hop
136,88GLAM,0.0166,0.764,180813.0,0.672,1.06e-06,0.103,-4.274,0.0655,150.02100000000004,0.594,74.0,6,0,2,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'toronto rap', 'trap', 'trap soul', 'underground hip hop', 'vapor trap']",Hip-hop
137,88rising,0.3893285714285714,0.5999999999999999,200515.57142857145,0.5301428571428571,0.0002126014285714,0.1754142857142857,-8.089,0.1010428571428571,119.28357142857142,0.3888571428571429,67.14285714285714,7,1,7,"['asian american hip hop', 'pop']",Hip-hop
138,8Ball,0.0689071428571428,0.7885,280319.14285714284,0.6619285714285715,0.0005572821428571,0.2342142857142857,-6.577428571428569,0.1915357142857143,119.92014285714286,0.5388571428571429,41.57142857142857,1,1,14,"['crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'trap']",Hip-hop
139,8Ball & MJG,0.046216,0.7445999999999998,304293.26666666666,0.6966666666666668,0.0,0.2445733333333333,-6.984466666666664,0.2288933333333333,132.35866666666664,0.5769999999999998,39.93333333333333,11,1,15,"['dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'trap']",Hip-hop
143,93FEETOFSMOKE,0.139,0.816,148140.0,0.5770000000000001,0.0,0.0827,-5.9979999999999976,0.41,171.028,0.4589999999999999,68.0,1,1,1,"['dark trap', 'emo rap', 'underground hip hop']",Hip-hop
145,98º,0.3320333333333334,0.6227222222222223,250988.1111111111,0.5854444444444442,3.944444444444445e-07,0.1166388888888889,-8.166611111111113,0.0425611111111111,103.3227777777778,0.4311666666666667,49.83333333333334,10,1,18,"['boy band', 'dance pop']",EDM
148,999,0.0301866666666666,0.5960000000000001,217075.33333333328,0.6309999999999999,0.2826675833333333,0.1723,-9.655333333333337,0.0489,132.09066666666666,0.5146666666666667,33.333333333333336,2,1,6,"['oi', 'pub rock', 'punk']",Rock
149,9lokknine,0.0331333333333333,0.8643333333333335,181220.0,0.544,0.0,0.1746,-8.401333333333334,0.2726666666666667,90.15666666666664,0.5209999999999999,71.33333333333333,0,0,6,"['florida rap', 'vapor trap']",Rap
150,9tails,0.4039999999999999,0.711,217182.0,0.545,0.0,0.122,-6.81,0.0322,108.02,0.345,67.0,11,1,2,['emo rap'],Rap
151,9th Wonder,0.232,0.685,259060.0,0.518,0.00075566,0.13955,-8.679,0.228,90.4195,0.5295,49.5,7,1,4,"['alternative hip hop', 'hip hop', 'nc hip hop']",Hip-hop
152,? & The Mysterians,0.2126336363636364,0.6305454545454545,145557.63636363635,0.6926363636363637,0.2076598627272727,0.1497818181818182,-8.167636363636364,0.0419,115.79354545454548,0.806181818181818,24.181818181818183,2,1,22,"['bubblegum pop', 'chicano punk', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']",Pop
153,?uestlove,0.198,0.885,307120.0,0.598,0.0,0.384,-6.662999999999999,0.3720000000000001,95.402,0.779,41.0,6,1,2,['philly rap'],Rap
154,A,0.000819,0.259,223267.0,0.899,0.0,0.512,-5.948,0.0793,176.68599999999995,0.379,48.0,2,1,2,"['dance pop', 'pop', 'post-teen pop']",EDM
155,A Boogie Wit da Hoodie,0.2630172549019608,0.7114803921568633,192163.41176470587,0.6233039215686271,1.2584313725490196e-06,0.1618480392156862,-6.769333333333331,0.2187441176470588,120.12834313725484,0.4987745098039216,65.23529411764707,5,0,102,"['melodic rap', 'pop rap', 'rap', 'trap']",Pop
156,A Certain Ratio,0.132125,0.695,344633.0,0.933,0.4573,0.07475,-7.848000000000001,0.0630999999999999,125.9155,0.5820000000000001,28.5,2,1,4,"['dance rock', 'dance-punk', 'experimental', 'new wave', 'no wave', 'post-punk', 'uk post-punk']",EDM
157,A Change of Pace,0.0011,0.528,183893.0,0.946,1.4e-06,0.0655,-4.874,0.0704,133.07399999999998,0.718,43.0,9,1,2,"['neon pop punk', 'pop emo', 'pop punk', 'screamo']",Pop
158,A Day To Remember,0.0253867851851851,0.4001111111111109,207685.92592592596,0.9187407407407404,8.732481481481482e-05,0.2866444444444444,-4.4358518518518535,0.1125648148148148,144.30462962962963,0.4547037037037036,53.0925925925926,0,1,108,"['metalcore', 'pop punk', 'screamo']",Pop
159,A Fine Frenzy,0.947,0.5489999999999999,268800.0,0.24,0.0,0.106,-7.778,0.0338,119.58,0.1669999999999999,53.0,0,1,2,"['acoustic pop', 'lilith', 'neo mellow', 'pop rock']",Pop
160,A Flock Of Seagulls,0.02664142,0.5104499999999998,248003.4,0.7368500000000002,0.4476904999999999,0.20853,-9.126299999999995,0.0374449999999999,145.3544,0.6901999999999997,42.5,2,1,40,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",EDM
162,A Great Big World,0.6257999999999999,0.4695,243813.5,0.374625,0.0002014424999999,0.113625,-8.296750000000001,0.043625,119.454125,0.2272499999999999,58.25,2,1,8,"['indiecoustica', 'neo mellow', 'piano rock', 'pop rock']",Indie
164,A Heart Beats,0.8540000000000001,0.507,146173.0,0.255,0.0,0.172,-11.857,0.0651,97.231,0.4379999999999999,37.0,7,1,2,"['doo-wop', 'rhythm and blues']",R&B
167,A Perfect Circle,0.1090879084745762,0.5195254237288136,251080.3898305085,0.6225203389830508,0.2966383050847457,0.1358644067796609,-9.763203389830508,0.0556084745762712,124.47710169491523,0.2562779661016949,49.135593220338976,6,1,59,"['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'post-grunge', 'rap rock', 'rock', 'supergroup']",Metal
168,A R I Z O N A,0.1795692307692307,0.6550769230769229,190651.3076923077,0.6490000000000001,0.0548137876923077,0.1173384615384615,-7.372307692307691,0.0513076923076923,103.91592307692306,0.3476153846153847,65.07692307692308,0,1,13,"['edm', 'electropop', 'indie poptimism', 'indietronica', 'pop', 'tropical house']",EDM
169,A Rocket To The Moon,0.1617,0.3743333333333333,203679.66666666663,0.6869999999999999,0.0,0.1473333333333333,-3.1536666666666666,0.0301666666666666,168.2976666666667,0.3613333333333333,57.33333333333334,11,1,6,"['alternative pop rock', 'neo mellow', 'neon pop punk', 'pixie', 'pop emo', 'pop punk', 'pop rock']",Pop
170,A Skylit Drive,0.00121075,0.25275,210366.75,0.9275,0.000350395,0.2539,-3.4232500000000003,0.094425,123.785,0.306,44.5,10,1,8,"['metalcore', 'pixie', 'post-screamo', 'screamo']",Metal
171,A Static Lullaby,3.01e-05,0.555,200240.0,0.98,4.38e-05,0.0661,-6.063,0.154,143.005,0.37,48.0,8,1,2,"['melodic metalcore', 'post-hardcore', 'screamo']",Metal
173,A Thousand Horses,0.0349,0.433,219080.0,0.7759999999999999,0.0002299999999999,0.387,-5.53,0.0289999999999999,149.641,0.424,55.0,7,1,2,"['contemporary country', 'country pop', 'modern country rock']",Country
174,A Touch Of Class,0.31425,0.6755,181186.5,0.91725,0.033055,0.11875,-6.0317500000000015,0.030325,128.45600000000002,0.605,64.75,9,0,4,"['bubblegum dance', 'europop']",EDM
177,A Tribe Called Quest,0.160467397260274,0.8256712328767121,224595.15068493152,0.5687465753424661,0.0510883487671233,0.215568493150685,-9.590739726027392,0.269931506849315,97.58699999999996,0.6966164383561642,46.06164383561644,11,1,146,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']",Hip-hop
178,A Tribe Called Red,0.023,0.6579999999999999,219853.0,0.573,0.0613,0.0981,-5.408,0.107,133.442,0.583,51.0,3,0,2,"['canadian indigenous', 'escape room', 'native american hip hop', 'ottawa rap']",Hip-hop
179,A Winged Victory for the Sullen,0.767,0.0804,266840.0,0.0836,0.853,0.119,-21.007,0.04,82.14,0.0498,45.0,11,1,2,"['ambient', 'chamber psych', 'compositional ambient', 'drift', 'drone', 'focus', 'neo-classical', 'post-rock', 'warm drone']",Rock
180,A$AP ANT,0.10145,0.8305,247553.5,0.614,0.0,0.30615,-5.6635,0.1577,127.49,0.4320000000000001,57.5,11,1,2,"['baltimore hip hop', 'drill', 'underground hip hop', 'vapor trap']",Hip-hop
